transport_,src_conn,dst_conn,source_,destination_,source_hash,destination_hash
tableau_to_vertica,vertica_writer,tableau_reader,crm.orders_confirmation,Incident prediction Ops Monitoring tool,5723058353740212934,4100726323878411372
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hotel_availability_aggregated,hotel data,344314238887229480,8682106956752150924
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_profile,Potential Frauds,2438976303386323791,4364430707426723466
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,Sales structures,7731680662453010698,4371522120532391871
tableau_to_vertica,vertica_writer,tableau_reader,public.journals,Redmine partners,8917200425476958961,5534333716179415670
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Blog dashboard,3120000265886404500,1513575591608074939
tableau_to_vertica,vertica_writer,tableau_reader,diadmin.marketing_costtype,KPIs Revenue Report (MVP),8122308666211354840,5379909398570017724
tableau_to_vertica,vertica_writer,tableau_reader,partners.stat_orderitem,Upsell Researches,306437137060113543,1776882213921510890
tableau_to_vertica,vertica_writer,tableau_reader,partners.stat_ordercancellog,Cancellations Research,3844102175229565141,2459328893002905943
tableau_to_vertica,vertica_writer,tableau_reader,analytics.region,Hotel Portrait v2.1,7349262438846941395,1933240357150136993
tableau_to_vertica,vertica_writer,tableau_reader,crm.action_log_action,Leads and Contracts progress report,8748240824510115999,3370927220598522332
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,Email KPI's Dashboard,7731680662453010698,5253176875005978987
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_history,Supply Metrics,2302038586775913509,7150529088297476975
tableau_to_vertica,vertica_writer,tableau_reader,content.providers,Content dashboard,107654333695031283,2023183583859040475
tableau_to_vertica,vertica_writer,tableau_reader,static.geo,Hotel Portrait v2.1,8644877248316943791,1933240357150136993
tableau_to_vertica,vertica_writer,tableau_reader,analytics_sandbox.chrome_extension_rates_20230601,CE comparison 2023,5738888063584544841,5885644513922887094
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,[OLD] Direct Sales Performance Dashboard,3294040447945237763,5005329763245138009
tableau_to_vertica,vertica_writer,tableau_reader,diadmin.tpp_financialterm,B2B Working Capital (old),3909881403593978444,4228292988276930881
tableau_to_vertica,vertica_writer,tableau_reader,partners.stat_orderitem,Loyalty segments,306437137060113543,243929187912338087
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_profile,Uplift experiment,2438976303386323791,7758957454507277486
tableau_to_vertica,vertica_writer,tableau_reader,weblogs2.hc_event,B2B Partners Product  Metrics Dashboard,7147512082231993025,465393580328680820
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,Mismatch losses,7731680662453010698,8322670068290430197
tableau_to_vertica,vertica_writer,tableau_reader,analytics.region,tmp_b2b_active,7349262438846941395,7959454809347698674
tableau_to_vertica,vertica_writer,tableau_reader,diadmin.direct_supply_prioritytoolpartner,Direct Sales Performance Workbook,1703773380032609105,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,CE comparison 2023,3294040447945237763,5885644513922887094
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hotel,(Sandbox) TPP Launches Dashboard v2,6868892583508641087,3802588190626002662
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,B2C campaigns dashboard,7731680662453010698,1054727742290923219
tableau_to_vertica,vertica_writer,tableau_reader,analytics_sandbox.sqleditor_alovtsova_upload___ratemixing03___20220619,Hotel+Feeds availability research,4108846293784150526,2264335823132963813
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Weekly B2B Credit Card Processing Report,3120000265886404500,7038778879705905343
tableau_to_vertica,vertica_writer,tableau_reader,avia.avia_booking,Transfers Product Metrics Dashboard,485171036997874651,6012382805346552836
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_manager,Churn rate,1599781389087840732,5765806737530733666
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_manager,Partner Portrait tool [External],1599781389087840732,5912026379448759118
tableau_to_vertica,vertica_writer,tableau_reader,crm.connectivity_connectivity,TPP Launches Dashboard,9212751322620180759,2819998796074180603
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Api Cancellations,5767082907166327490,8652465405949248820
tableau_to_vertica,vertica_writer,tableau_reader,hotcore.metarates_daily,tpp launches profit dashboard,8557605250536457307,8519747439114408273
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.monitoring_orderlog,ESR - 5%,3883325086869047829,5782327190527389589
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_segmentation_property,FNB_test_v4,3720387005656812953,3017940222030116461
tableau_to_vertica,vertica_writer,tableau_reader,analytics.availability_by_length_of_stay_and_feed,External Dashboard (General Metrics),174364190531790363,282073821739324400
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.reprice_competitor_feeds_dashboard,Supplier Portrait,3674777310632345575,8434251333098647476
tableau_to_vertica,vertica_writer,tableau_reader,analytics.google_uac,ARPU of app installs (Branch Data),9174764122477966479,3210113885268644575
tableau_to_vertica,vertica_writer,tableau_reader,crm.auth_user,(Sandbox) TPP Launches Dashboard,8591457760614284877,1213628627619442157
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.extranet_days_with_availability,DSP Backup,6819149764932735399,8425633984830280729
tableau_to_vertica,vertica_writer,tableau_reader,crm.orders_confirmation,Autoprecheck performance tool,5723058353740212934,6924914268120966592
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_partner_segmentation_data,B2B Product Metrics Dashboard,7512083026012174506,2317273628987245691
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Potential B2B,3120000265886404500,4446539465823409114
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,Restrictions and Bans Monitoring,3294040447945237763,977781357216904413
tableau_to_vertica,vertica_writer,tableau_reader,extranet.legal_contract,Direct Sales Performance Workbook,7812298998002273156,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,content.content_snapshot,Direct Sales Performance Workbook,5098012807062656926,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,analytics.bucketsets_drop,RG buckets (v2),8443141365250506481,2869249037642743642
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Precheck tool,3120000265886404500,5768745506949047601
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,tpp launches profit dashboard,3294040447945237763,8519747439114408273
tableau_to_vertica,vertica_writer,tableau_reader,payota.user_credit_card,Weekly B2B Credit Card Processing Report,6306962658381503699,7038778879705905343
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Email KPI's Dashboard (115685),3120000265886404500,3396033024809413574
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,Extension Dashboard_Test_Sandbox,2726130926009016445,771757261693277360
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,B2B Sales Process Posting,3120000265886404500,1633928527703390593
tableau_to_vertica,vertica_writer,tableau_reader,public.ticket,Rebook profit vs. Operation cosct - TMP (Research),8866152438460410813,626524152039731050
tableau_to_vertica,vertica_writer,tableau_reader,diadmin.tpp_financialterm,TPP balance,3909881403593978444,2673445546456241052
tableau_to_vertica,vertica_writer,tableau_reader,crm.profile_userconfig,Offline tool,155996626156555710,6281588256624617589
tableau_to_vertica,vertica_writer,tableau_reader,analytics.potential_b2b_metrics,Visa Algo Comparison algorithms,3288640377425603706,3507226120626117738
tableau_to_vertica,vertica_writer,tableau_reader,mailota.mail_mailhistory,Test version Service metrics tool (csi part),8553699882589095662,37172765450102307
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.orders_orderhotcorerate,Direct Sales Performance Workbook,2083419532775102728,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,analytics.order_payment,ESR - 5%,4581707211215088657,5782327190527389589
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_tipsrule,B2B Override Performance,2283966651085535127,1064447083770695978
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Api Platform costs Dashboard,5767082907166327490,7205581246236647714
tableau_to_vertica,vertica_writer,tableau_reader,public.otahotel,Google Common Requests Distribution,2731235501928547237,7477966943529346767
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_partner_portrait,Events,297875280344056040,1862655114327402475
tableau_to_vertica,vertica_writer,tableau_reader,dataportal.metadata_column,СDO Dashboard v1.5,5408888302965379557,8034949100194934227
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.serp_analytics_mart_v3,SERP visibility tool,7420505883038758078,1084686539156130386
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.fidelity_fidelityaccount,Aeroflot Bonus Dashboard ,986520520624062305,1507572575716767040
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.profit_metric_tpp_v3,(Sandbox) TPP Launches Dashboard v2,3777463320556042953,3802588190626002662
tableau_to_vertica,vertica_writer,tableau_reader,flex.access_json_v2,Access log,3647165189277293459,1273439972899920539
tableau_to_vertica,vertica_writer,tableau_reader,logs.dzen_access_json,Extension Dashboard,4689676456509001543,3627106104230449000
tableau_to_vertica,vertica_writer,tableau_reader,static.geo_info,red 130387,6043877432539830984,9011375650504836242
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,tpp launches profit dashboard,7731680662453010698,8519747439114408273
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,yonder_ab_wl,2726130926009016445,1829673015213140476
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,AM Workbook,3120000265886404500,2888999791372438643
tableau_to_vertica,vertica_writer,tableau_reader,avia.avia_booking,Avia Product Metrics dashboard v.1,485171036997874651,5734519538270299579
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_partner_portrait,B2B Registration Form Dashboard,297875280344056040,1233734211013868
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.orders_orderitem,B2B Working Capital (old),5396322364307994377,4228292988276930881
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B Partners Product Metrics Dashboard (In Progress),5767082907166327490,2458782084760292371
tableau_to_vertica,vertica_writer,tableau_reader,asterisk.agent,Service support tool,9124863967523760237,168037095477873302
tableau_to_vertica,vertica_writer,tableau_reader,analytics.supplier_otahotel_pricing_history,Inventory Score Dashboard,3010956096763644081,3729594967821511716
tableau_to_vertica,vertica_writer,tableau_reader,crm.disputes_dispute,Disputes dashboard,425093174502270041,914122263131801136
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contractdata,CLTV b2b v2,2132246231782211631,1108346334615287401
tableau_to_vertica,vertica_writer,tableau_reader,extranet.hotels_rateplan_room_categories,[OLD] Direct sales performance dashboard v2,7287543311748383459,1134237574083653281
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B Working Capital,5767082907166327490,7432011282444615578
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.fidelity_fidelityaccount,Mobile App Cohorts (UAC Analysis),986520520624062305,7761546390252814177
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_segmentation_property,2023 Demo B2B Partners Product Metrics Dashboard,3720387005656812953,6363618972882098917
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hit_funnel,SERP visibility tool,3146418025069425003,1084686539156130386
tableau_to_vertica,vertica_writer,tableau_reader,dataportal.metadata_table,СDO Dashboard v1.5,6651797424780606285,8034949100194934227
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Service metrics tool,5767082907166327490,3723368922127639864
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,2023 Demo B2B Partners Product Metrics Dashboard,3120000265886404500,6363618972882098917
tableau_to_vertica,vertica_writer,tableau_reader,partners.order_upsellorderitem,Avia Product Metrics dashboard,4328109332793827860,4519941815471945
tableau_to_vertica,vertica_writer,tableau_reader,analytics.ticket,Test version Service metrics tool (csi part),9084494713513446025,37172765450102307
tableau_to_vertica,vertica_writer,tableau_reader,crm.api_integration,Leads and Contracts progress report,3719300582787940327,3370927220598522332
tableau_to_vertica,vertica_writer,tableau_reader,ppc.yandex_stat,Mobile installs campaigns,3490231497147080392,6012999672037349004
tableau_to_vertica,vertica_writer,tableau_reader,public.hotel,b2b discounts strategy for RH,208874867967954218,848584560013769457
tableau_to_vertica,vertica_writer,tableau_reader,crm.confirmation2_history,Precheck tool,2646513732457697145,5768745506949047601
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.orders_order,Restrictions and Bans Monitoring,6608939012850644849,977781357216904413
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Extension Dashboard,5767082907166327490,3627106104230449000
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,CLTV tool v2,2726130926009016445,4846441580613601433
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_legalentity,Greece promo,6162221062621491728,3717982223511565058
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_partner_portrait,Slack Loyalty Reports,297875280344056040,6957575238491460818
tableau_to_vertica,vertica_writer,tableau_reader,crm.auth_user,(Sandbox) TPP Launches Dashboard v2,8591457760614284877,3802588190626002662
tableau_to_vertica,vertica_writer,tableau_reader,mailota.mail_mailcontact,Email KPI's Dashboard,1244969145642044651,5253176875005978987
tableau_to_vertica,vertica_writer,tableau_reader,mailota.mail_mailcontact,Email KPI's Dashboard,1244969145642044651,5253176875005978987
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.loyalty_bonuslog,Loyalty whatif,6906078142939254555,8003710859327487872
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B Growth Factors,5767082907166327490,3332251020174760003
tableau_to_vertica,vertica_writer,tableau_reader,weblogs2.action_tracker,Extranet Product Dashboard,1652576083580898762,2130628041717903698
tableau_to_vertica,vertica_writer,tableau_reader,public.orderlog,Supplier Portrait new,5897854166476394446,560493433414305427
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B Partners Product Metrics Dashboard (In Progress),5767082907166327490,2458782084760292371
tableau_to_vertica,vertica_writer,tableau_reader,crm.supply_supply,External Dashboard (General Metrics),1522900630522713119,282073821739324400
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,LOS experiment Ratehawk,3294040447945237763,7377157832709428160
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,Hotel-Bandit Monitoring Tool,3294040447945237763,8915425080404846711
tableau_to_vertica,vertica_writer,tableau_reader,static.provider,Market Dashboard,5494123122121179349,5984249892729359265
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contractdata,B2B Overrides,2132246231782211631,1267246012486559639
tableau_to_vertica,vertica_writer,tableau_reader,analytics.rebook,KPIs Revenue Report (MVP),2599947765634088999,5379909398570017724
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,DSP Backup,2726130926009016445,8425633984830280729
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel_history,Hotel-Bandit Monitoring Tool,760796307598799887,8915425080404846711
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.extranet_sales_structure,External Hotel Portrait ,6619552642134989824,4633627820133704133
tableau_to_vertica,vertica_writer,tableau_reader,weblogs2.appsflyer_postback,"
AF_app_funnel&economy",7765306967232851575,597220676011345021
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Upsell Researches,3120000265886404500,1776882213921510890
tableau_to_vertica,vertica_writer,tableau_reader,payota.payment,Weekly B2B Credit Card Processing Report,319207843019098902,7038778879705905343
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,Partner Portrait tool [Internal],2726130926009016445,1635266518043535412
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,KPIs Revenue Report,5767082907166327490,1433734569886320954
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contractdata,OLD Bandit test monitoring v1,2132246231782211631,8271814586838331372
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_partner_segmentation_data,ch serp data research,7512083026012174506,3513351357690579827
tableau_to_vertica,vertica_writer,tableau_reader,intranet.ostrovok_users,B2B Sales Process,2839329741707160271,1595447388466264295
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,Supplier Performance On HPs,3294040447945237763,1296942252434180466
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_partner_segmentation_data,Email KPI's Dashboard (115685),7512083026012174506,3396033024809413574
tableau_to_vertica,vertica_writer,tableau_reader,crm.action_log_actionlogsubject,Direct Sales Performance Workbook,1766133563730502374,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Fidelity,5767082907166327490,8516994883829065436
tableau_to_vertica,vertica_writer,tableau_reader,crm.auth_user,"Extranet ""Why not selling?""",8591457760614284877,5437815065093241647
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_partner_portrait,B2B Registration Form Dashboard,297875280344056040,1233734211013868
tableau_to_vertica,vertica_writer,tableau_reader,asterisk.agent,Service support tool,9124863967523760237,168037095477873302
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hit_funnel,Extension Dashboard,3146418025069425003,3627106104230449000
tableau_to_vertica,vertica_writer,tableau_reader,static.geo_info,Hotel kind research,6043877432539830984,1359640764353266648
tableau_to_vertica,vertica_writer,tableau_reader,rnd.bandit_pricing_group_modifier,Hotel-Bandit Monitoring Tool,6247945107038885495,8915425080404846711
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,Hotels Content Score research,3294040447945237763,4782197533729672826
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.extranet_sales_structure,Extranet Product Dashboard,6619552642134989824,2130628041717903698
tableau_to_vertica,vertica_writer,tableau_reader,partners.order_metaorder,Offline tool,2910863334397978232,6281588256624617589
tableau_to_vertica,vertica_writer,tableau_reader,b.created_date_time,Cohorts b2b for CLTV v2,48971378313301120,7366829257028617626
tableau_to_vertica,vertica_writer,tableau_reader,public.mail_mailhistory,Zen - Promocode Popup Problem,7082142675905832128,6901262035593524209
tableau_to_vertica,vertica_writer,tableau_reader,crm.tpp_tpp,Disputes dashboard,1091616005238764353,914122263131801136
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.fidelity_fidelityaccount,Postcheckout Zen vs Loyalty points,986520520624062305,8243494528270564647
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_converter,External Dashboard,2726130926009016445,2538903848574513646
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_contract,B2B-API Partners Booking Steps Success Rate,6999414019231890594,5127531523484429275
tableau_to_vertica,vertica_writer,tableau_reader,analytics.stat_crm_hotel_priority_data_history,DSP 1.2,6533118964836110561,5973059707376017946
tableau_to_vertica,vertica_writer,tableau_reader,crm.auth_user,External Dashboard (General Metrics),8591457760614284877,282073821739324400
tableau_to_vertica,vertica_writer,tableau_reader,ostrota.orders_orderhotcorerate,tpp launches profit dashboard,2083419532775102728,8519747439114408273
tableau_to_vertica,vertica_writer,tableau_reader,crm.tickets_ticket,Avia Product Metrics dashboard v.1,8081032429768298919,5734519538270299579
tableau_to_vertica,vertica_writer,tableau_reader,analytics.product_sessions,HotelPage visibility monitor,3502172141479995682,5059974048843819212
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.direct_supply_actions_cohorts,Cohorts for Demo w Relations,6045943085615682139,1706427481122692119
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_partner_credit_risk,Partner Portrait tool [Internal],4076546276704695961,1635266518043535412
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B Retention Dashboard,5767082907166327490,3407047695219032814
tableau_to_vertica,vertica_writer,tableau_reader,intranet.users_location,HR Overview (+turnover),6419644797810169037,8401188982537005088
tableau_to_vertica,vertica_writer,tableau_reader,public.rate_reprice_kafka,TMP Book Limit,1112521489017572576,3374574420924261706
tableau_to_vertica,vertica_writer,tableau_reader,partners.b2b_b2bordergroup,Transfer Dashbaord,6041638097117761213,8726062658798002795
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hit_funnel,Inventory Score Dashboard,3146418025069425003,3729594967821511716
tableau_to_vertica,vertica_writer,tableau_reader,public.region,NEW SERP visibility tool,4143286934503637128,7881362864353750135
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,TPP Launches Profit,3120000265886404500,5405330588426480162
tableau_to_vertica,vertica_writer,tableau_reader,analytics.region,Suppliers as competitors,7349262438846941395,2081432616295659689
tableau_to_vertica,vertica_writer,tableau_reader,avia.avia_booking_amount,Partner Multiproduct activation,7453256915834942175,2880584045228954070
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,BAR Rates Coverage and Prices Comparison,3120000265886404500,454291972378879631
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,2023 Demo B2B Partners Product Metrics Dashboard,5767082907166327490,6363618972882098917
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_profile,b2b adaptivity analysis,2438976303386323791,8088716690074087544
tableau_to_vertica,vertica_writer,tableau_reader,analytics.region,Precheck tool,7349262438846941395,5768745506949047601
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_partner,L2B,3457492960342642988,9013410476188776094
tableau_to_vertica,vertica_writer,tableau_reader,crm.override,B2B Override Performance,5709519298242906412,1064447083770695978
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,Email KPI's Dashboard,5767082907166327490,5253176875005978987
tableau_to_vertica,vertica_writer,tableau_reader,crm.tickets_ticket,Incidents impact,8081032429768298919,6297093177884908248
tableau_to_vertica,vertica_writer,tableau_reader,payota.payment_operation,Payota,2382695242672419023,8201898851675701202
tableau_to_vertica,vertica_writer,tableau_reader,extranet.hotels_hoteltype,ECM dashboard,3527532605009524934,1395766948952025187
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Matching queue tool,3120000265886404500,7315035591352574547
tableau_to_vertica,vertica_writer,tableau_reader,crm.tickets_ticket,Expedia Credit Limit Utilisation,8081032429768298919,1782452287298401667
tableau_to_vertica,vertica_writer,tableau_reader,partners.stat_orderitem,VCC Mesh Cards,306437137060113543,725355703088806886
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_contract,CE comparison 2023,6999414019231890594,5885644513922887094
tableau_to_vertica,vertica_writer,tableau_reader,analytics.stat_crm_hotel_priority_data_history,Profit Metric Monitor (EXT),6533118964836110561,8859683622709810438
tableau_to_vertica,vertica_writer,tableau_reader,analytics.stat_crm_hotel_priority_data,Direct Sales Performance Workbook,4331501471137166184,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,cltv.nps_post_booking,NPS Dashboard,5504262272342835184,6659065954471191455
tableau_to_vertica,vertica_writer,tableau_reader,t.start_dates,B2B Working Capital (old),7337420470225489097,4228292988276930881
tableau_to_vertica,vertica_writer,tableau_reader,weblogs2.hc_event,Test version Service metrics tool (csi part),7147512082231993025,37172765450102307
tableau_to_vertica,vertica_writer,tableau_reader,intranet.ostrovok_users,СDO Dashboard v1.5,2839329741707160271,8034949100194934227
tableau_to_vertica,vertica_writer,tableau_reader,crm.tpp_tpp,B2B Working Capital,1091616005238764353,7432011282444615578
tableau_to_vertica,vertica_writer,tableau_reader,analytics.b2b_chrome_extension,Extension Dashboard,4415697601381944402,3627106104230449000
tableau_to_vertica,vertica_writer,tableau_reader,static.geo,Supplier Portrait new,8644877248316943791,560493433414305427
tableau_to_vertica,vertica_writer,tableau_reader,asterisk.cdr_queue_info,Ops godmetrics dashboard,6116366209670597724,5550475309952531026
tableau_to_vertica,vertica_writer,tableau_reader,static.geo,b2b discounts strategy for RH,8644877248316943791,848584560013769457
tableau_to_vertica,vertica_writer,tableau_reader,crm.supply_supply,Cohorts for Demo w Relations,1522900630522713119,1706427481122692119
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_contract,B2B RFM tool,5767082907166327490,80536874920615217
tableau_to_vertica,vertica_writer,tableau_reader,analytics.order_commission,Mismatch losses,7305274796731746569,8322670068290430197
tableau_to_vertica,vertica_writer,tableau_reader,analytics.kpis_sessions,Check_Marketing_KPIs,6208040943530262259,47253250888766945
tableau_to_vertica,vertica_writer,tableau_reader,dm_maker_sandbox.b2b_api_requests_for_ab_v2,EXT BAR based pricing experiment b2b.ostrovok,8566746734830483988,1211729078548241028
tableau_to_vertica,vertica_writer,tableau_reader,partners.order_transferorderitem,B2B Credit Control,7033740592581698309,7772432253709767549
tableau_to_vertica,vertica_writer,tableau_reader,partners.stat_orderitem,[RESEARCH] Partner Contract,306437137060113543,7396276784184699199
tableau_to_vertica,vertica_writer,tableau_reader,analytics.hit_funnel,Suppliers as competitors,3146418025069425003,2081432616295659689
tableau_to_vertica,vertica_writer,tableau_reader,analytics.otahotel,Direct Sales Performance Workbook,3294040447945237763,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,analytics.stat_crm_hotel_priority_data_history,DSP 1.2,6533118964836110561,5973059707376017946
tableau_to_vertica,vertica_writer,tableau_reader,partners.b2b_user_emails,Brand Activities,1220923507378368712,1504081179096618032
tableau_to_vertica,vertica_writer,tableau_reader,extranet.hotels_hotel,Supply Metrics,1480472807122991639,7150529088297476975
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Extra Services Performance,3120000265886404500,8468060015770477786
tableau_to_vertica,vertica_writer,tableau_reader,analytics.sessions,Email KPI's Dashboard,5891324045777245671,5253176875005978987
tableau_to_vertica,vertica_writer,tableau_reader,analytics.kpis_attribution_normalized,Check_Marketing_KPIs,6659212017573164155,47253250888766945
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Incident prediction Ops Monitoring tool,3120000265886404500,4100726323878411372
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,Card Payments WARNING!!! You are using unreliable workbook!,3120000265886404500,2770363980715114011
tableau_to_vertica,vertica_writer,tableau_reader,public.ticket,Black Friday,8866152438460410813,7962109760575467004
tableau_to_vertica,vertica_writer,tableau_reader,metasearch.kraken_short,"RnA BOO, Meta, TPP",6940558107303401216,9112959280939034547
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_partner_segmentation_data,B2B Users Engagement,7512083026012174506,2567553908073463544
tableau_to_vertica,vertica_writer,tableau_reader,analytics.stat_crm_hotel_priority_data_history,EXT New Profit Metric Dashboard,6533118964836110561,8415639111925635038
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,Email KPI's Dashboard (115685),7731680662453010698,3396033024809413574
tableau_to_vertica,vertica_writer,tableau_reader,extranet.hotels_hotelechannelsyncstat,TL research 2023-05-04,3261703784820498724,3161649560538277516
tableau_to_vertica,vertica_writer,tableau_reader,crm.inbox2,Content dashboard,566990529202730542,2023183583859040475
tableau_to_vertica,vertica_writer,tableau_reader,crm.supply_supply,[OLD] Direct Sales Performance Dashboard,1522900630522713119,5005329763245138009
tableau_to_vertica,vertica_writer,tableau_reader,diadmin.tpp_financialentity,TPP Balance Dashboard,6969672133584253450,3658999394703057397
tableau_to_vertica,vertica_writer,tableau_reader,crm.supply_supply,Extranet Product Dashboard,1522900630522713119,2130628041717903698
tableau_to_vertica,vertica_writer,tableau_reader,crm.inbox2_to_client,Front Office Dashboard (Hotels support),3809003276874066888,6248335368786995626
tableau_to_vertica,vertica_writer,tableau_reader,public.booking_cancellation,Incidents impact,7731680662453010698,6297093177884908248
tableau_to_vertica,vertica_writer,tableau_reader,public.booking,[in progress] Precheck Cost Calculation,3120000265886404500,1309635687550936182
tableau_to_vertica,vertica_writer,tableau_reader,static.geo_info,Direct Sales Performance Workbook,6043877432539830984,4720307346278008561
tableau_to_vertica,vertica_writer,tableau_reader,partners.partners_segmentation_property,BRG Dashboard,3720387005656812953,7213818038418767328
tableau_to_vertica,vertica_writer,tableau_reader,analytics.currency_history,Slack Loyalty Reports,2302038586775913509,6957575238491460818
